y;timestamp;z;x
-0,005457560221354167;1572967593000;-0,9882222493489583;0,007563273111979167
-0,0054158528645833334;1572967593000;-0,98825480143229172;0,00746917724609375
-0,0052912394205729164;1572967593000;-0,98827819824218754;0,0074172973632812503
-0,0052174886067708334;1572967593000;-0,98847045898437502;0,0072942097981770837
-0,0051239013671875002;1572967593000;-0,9884928385416667;0,0074096679687500003
-0,0050501505533854163;1572967593000;-0,98858947753906246;0,007344563802083333
-0,004910786946614583;1572967593000;-0,98873799641927085;0,0073684692382812497
-0,0048716227213541664;1572967594000;-0,9888153076171875;0,0073959350585937498
-0,00508880615234375;1572967594000;-0,98899383544921871;0,0073552449544270837
-0,0051874796549479163;1572967594000;-0,98897501627604167;0,0074193318684895836
-0,0052525838216145836;1572967594000;-0,98902079264322917;0,0074707031250000003
-0,0054173787434895837;1572967594000;-0,9890004475911458;0,0074391682942708337
-0,0055831909179687497;1572967594000;-0,9891749064127604;0,0073465983072916663
-0,0056935628255208332;1572967594000;-0,98926696777343748;0,0073379516601562497
-0,00555419921875;1572967594000;-0,98918253580729165;0,0073786417643229166
-0,0055882771809895836;1572967594000;-0,98912404378255203;0,0073745727539062502
-0,0055511474609375002;1572967594000;-0,98935648600260417;0,00739288330078125
-0,0055084228515625;1572967595000;-0,9894256591796875;0,0074630737304687503
-0,005467732747395833;1572967595000;-0,9894276936848958;0,0075775146484375003
-0,0054748535156250002;1572967595000;-0,9894256591796875;0,0073837280273437497
-0,005457560221354167;1572967595000;-0,98955128987630203;0,007410685221354167
-0,0053639729817708337;1572967595000;-0,98976694742838545;0,0074462890625
-0,005368550618489583;1572967595000;-0,98964996337890621;0,0073542277018229163
-0,0053390502929687497;1572967595000;-0,9895762125651042;0,007283528645833333
-0,0054061889648437502;1572967595000;-0,98958892822265621;0,007174173990885417
-0,0052947998046875;1572967595000;-0,98962656656901038;0,0072621663411458334
-0,0052103678385416663;1572967595000;-0,98958994547526047;0,0071955362955729166
-0,0051773071289062502;1572967596000;-0,98950093587239585;0,0070999145507812502
-0,0051055908203125003;1572967596000;-0,98952331542968752;0,0069814046223958337
-0,0051381429036458336;1572967596000;-0,98963572184244797;0,0069463094075520836
-0,0051081339518229164;1572967596000;-0,9895802815755208;0,0069951375325520834
-0,0051884969075520837;1572967596000;-0,98955891927083328;0,0069814046223958337
-0,0053339640299479166;1572967596000;-0,98968048095703121;0,0070668538411458332
-0,0053919474283854168;1572967596000;-0,9898050944010417;0,00716400146484375
-0,0054356892903645836;1572967596000;-0,98979085286458335;0,0073389689127604163
-0,0053029378255208337;1572967596000;-0,98990783691406248;0,0073923746744791663
-0,0050857543945312502;1572967596000;-0,99003651936848958;0,0075408935546874998
-0,0051005045572916664;1572967597000;-0,9902191162109375;0,0075866699218749998
-0,00489044189453125;1572967597000;-0,99026794433593746;0,0075297037760416663
-0,0047312418619791666;1572967597000;-0,9903086344401042;0,007502237955729167
-0,0047612508138020837;1572967597000;-0,99047546386718754;0,0075592041015624997
-0,0048482259114583336;1572967597000;-0,99051462809244795;0,0076807657877604168
-0,0050654093424479163;1572967597000;-0,99062652587890621;0,007479349772135417
-0,004994710286458333;1572967597000;-0,99061737060546873;0,0074737548828125002
-0,0050903320312500003;1572967597000;-0,99058074951171871;0,0076314290364583332
-0,0051884969075520837;1572967597000;-0,9906178792317708;0,0076049804687499997
-0,0051106770833333334;1572967597000;-0,99070231119791663;0,0074951171874999998
-0,0050725301106770834;1572967598000;-0,9907750447591146;0,0074071248372395834
-0,0050114949544270834;1572967598000;-0,99088490804036455;0,0073486328125000003
-0,0051584879557291666;1572967598000;-0,99096832275390623;0,00750732421875
-0,00522613525390625;1572967598000;-0,99112040201822915;0,0075439453124999997
-0,0052734375000000003;1572967598000;-0,99110921223958337;0,0074391682942708337
