y;timestamp;z;x
-0,017594401041666666;1573466310000;-0,98512776692708337;-0,0078180948893229168
-0,017765808105468749;1573466310000;-0,98519999186197915;-0,0079406738281249997
-0,017992655436197918;1573466310000;-0,99573262532552087;-0,0099217732747395836
-0,0023208618164062499;1573466310000;-0,99373321533203129;-0,0087270100911458325
0,023731994628906249;1573466310000;-0,99367980957031254;-0,0086817423502604171
0,065241495768229171;1573466310000;-0,9900187174479167;-0,0088750203450520832
0,12342681884765624;1573466310000;-0,98152923583984375;-0,0094197591145833339
0,19981231689453124;1573466310000;-0,96264902750651038;-0,0093129475911458339
0,29692484537760416;1573466310000;-0,919097900390625;-0,006779988606770833
0,39412689208984375;1573466311000;-0,87432352701822913;-0,007619222005208333
0,4926518758138021;1573466311000;-0,81641591389973955;-0,0082692464192708325
0,58451588948567712;1573466311000;-0,75410054524739578;-0,0088495890299479171
0,6673868815104167;1573466311000;-0,68595275878906248;-0,0094736735026041668
0,73952229817708337;1573466311000;-0,61298166910807295;-0,010149637858072916
0,79826507568359373;1573466311000;-0,53972676595052083;-0,011049906412760416
0,84560139973958337;1573466311000;-0,46586100260416669;-0,012642923990885417
0,88391418457031246;1573466311000;-0,39604237874348958;-0,013301086425781251
0,9162378946940104;1573466311000;-0,31908925374348956;-0,013033548990885416
0,94164632161458328;1573466311000;-0,24665425618489584;-0,01496734619140625
0,96043497721354165;1573466312000;-0,18502553304036459;-0,016676839192708334
0,97294565836588542;1573466312000;-0,13042449951171875;-0,017470804850260417
0,9808568318684896;1573466312000;-0,088659159342447919;-0,017826843261718749
0,9863260904947917;1573466312000;-0,053053283691406251;-0,017386372884114584
0,98873087565104167;1573466312000;-0,030989583333333334;-0,018355814615885417
0,99056752522786462;1573466312000;-0,016511027018229166;-0,016496276855468749
0,99146728515625004;1573466312000;-0,007227579752604167;-0,01551055908203125
0,99155832926432297;1573466312000;-0,0056111653645833336;-0,015474955240885416
0,99159851074218752;1573466312000;-0,0051386515299479164;-0,015048217773437501
0,99144287109374996;1573466312000;-0,0060546875000000002;-0,015538533528645834
0,99130147298177085;1573466313000;-0,0074544270833333337;-0,015598551432291666
0,99115549723307295;1573466313000;-0,0081237792968749997;-0,015584309895833334
0,99012807210286458;1573466313000;-0,012267557779947917;-0,015441385904947917
0,9871083577473958;1573466313000;-0,028226725260416665;-0,01568603515625
0,98016306559244792;1573466313000;-0,063433837890624997;-0,015827941894531249
0,96730753580729167;1573466313000;-0,11859079996744791;-0,0149169921875
0,94686279296874998;1573466313000;-0,18758290608723957;-0,016972859700520832
0,9156972249348958;1573466313000;-0,27711079915364584;-0,016828409830729165
0,8749303181966146;1573466313000;-0,37714436848958333;-0,015824381510416666
0,82218627929687504;1573466313000;-0,4778594970703125;-0,015949503580729166
0,76023712158203127;1573466314000;-0,57064056396484375;-0,015812174479166666
0,68951059977213547;1573466314000;-0,65361582438151045;-0,015406290690104166
0,61022389729817705;1573466314000;-0,73180898030598962;-0,011408996582031251
0,5249155680338542;1573466314000;-0,79834899902343748;-0,0091166178385416671
0,43500823974609376;1573466314000;-0,85409596761067708;-0,0097239176432291664
0,34555155436197915;1573466314000;-0,8992289225260417;-0,0077667236328125
0,26219940185546875;1573466314000;-0,93341064453125;-0,006037394205729167
0,18516438802083332;1573466314000;-0,95570424397786458;-0,0055140177408854168
0,11853535970052083;1573466314000;-0,97697092692057297;-0,006403605143229167
0,066272989908854163;1573466314000;-0,98310089111328125;-0,0085042317708333339
0,030003356933593749;1573466315000;-0,98495381673177085;-0,0080052693684895832
0,007275899251302083;1573466315000;-0,98465983072916663;-0,00855255126953125
-0,0082748413085937493;1573466315000;-0,98450978597005212;-0,0094904581705729171
-0,015530395507812499;1573466315000;-0,98572540283203125;-0,010405476888020833
-0,017007446289062499;1573466315000;-0,97981516520182288;-0,010428365071614583
-0,016058858235677084;1573466315000;-0,97970275878906254;-0,00981903076171875
-0,016032918294270834;1573466315000;-0,97966257731119788;-0,0097635904947916668
-0,016085306803385418;1573466315000;-0,97969512939453129;-0,0099421183268229175
-0,016110738118489582;1573466315000;-0,97976430257161462;-0,0098220825195312507
-0,016270446777343749;1573466315000;-0,97971649169921871;-0,010018412272135417
-0,016154479980468751;1573466316000;-0,97998046875;-0,00988006591796875
-0,016236877441406249;1573466316000;-0,98004048665364585;-0,0098347981770833329
-0,016194661458333332;1573466316000;-0,9800242106119792;-0,0098169962565104168
