y;timestamp;z;x
-0,020176696777343749;1573466490000;-0,12390899658203125;-0,99333801269531252
-0,020334879557291668;1573466490000;-0,12539164225260416;-0,99319305419921877
-0,020226542154947916;1573466490000;-0,12438507080078125;-0,99337870279947915
-0,020572408040364584;1573466491000;-0,12023874918619791;-0,99392598470052085
-0,020850118001302084;1573466491000;-0,11310831705729167;-0,9949778238932292
-0,021622721354166666;1573466491000;-0,090608215332031256;-0,99690297444661458
-0,022065226236979166;1573466491000;-0,0527801513671875;-0,99720204671223955
-0,021866353352864583;1573466491000;0,0022043863932291667;-0,99450174967447913
-0,020856221516927082;1573466491000;0,072653706868489584;-0,987335205078125
-0,020021565755208335;1573466491000;0,16346944173177083;-0,9726954142252604
-0,019022115071614585;1573466491000;0,26267496744791669;-0,9500188191731771
-0,017907206217447916;1573466491000;0,36238454182942709;-0,91710357666015629
-0,018849690755208332;1573466491000;0,46500091552734374;-0,86931864420572913
-0,018617757161458335;1573466492000;0,57274678548177083;-0,80392608642578123
-0,01950836181640625;1573466492000;0,66616210937499998;-0,72726287841796877
-0,02002716064453125;1573466492000;0,75848846435546879;-0,63376363118489587
-0,020362345377604167;1573466492000;0,8292256673177083;-0,53379313151041663
-0,021333312988281249;1573466492000;0,91230468750000004;-0,42457224527994791
-0,017672729492187501;1573466492000;0,95009816487630205;-0,32201588948567711
-0,020259602864583334;1573466492000;0,98922119140624998;-0,23227691650390625
-0,019853719075520835;1573466492000;1,0142288208007812;-0,15263926188151042
-0,019282023111979168;1573466492000;1,0185526529947917;-0,095258585611979169
-0,018995666503906251;1573466492000;1,0296005249023437;-0,05196787516276042
-0,018025207519531249;1573466493000;1,0184900919596354;-0,027635701497395835
-0,019749959309895832;1573466493000;1,0324818929036459;-0,012822977701822917
-0,016697184244791666;1573466493000;1,0204732259114584;-0,0056823730468749997
-0,016428629557291668;1573466493000;1,020233154296875;-0,0038731892903645835
-0,016558837890625001;1573466493000;1,0195755004882812;-0,0038533528645833333
-0,016483561197916666;1573466493000;1,0196161905924479;-0,0038513183593750001
-0,016518147786458333;1573466493000;1,0195826212565104;-0,0039148966471354166
-0,016379801432291667;1573466493000;1,020050048828125;-0,0039759318033854166
-0,016815694173177083;1573466493000;1,027936299641927;-0,0053538004557291668
-0,017394002278645834;1573466494000;1,0313334147135416;-0,020451863606770832
-0,017515563964843751;1573466494000;1,0309061686197916;-0,055575561523437497
-0,017846679687499999;1573466494000;1,0169459025065104;-0,11921437581380208
-0,017905680338541667;1573466494000;0,98934020996093752;-0,20972849527994791
-0,017949930826822915;1573466494000;0,93905741373697915;-0,32367045084635415
-0,017276509602864584;1573466494000;0,86066843668619797;-0,45363464355468752
-0,014545186360677084;1573466494000;0,77235870361328129;-0,58267161051432292
-0,013999430338541667;1573466494000;0,66772562662760415;-0,70051523844401042
-0,013492838541666666;1573466494000;0,5594568888346354;-0,79604543050130205
-0,013790384928385416;1573466494000;0,45364735921223959;-0,86795959472656248
-0,014233907063802084;1573466494000;0,3659144083658854;-0,91798146565755212
-0,015371195475260417;1573466495000;0,29235890706380208;-0,95137990315755205
-0,019281005859374999;1573466495000;0,20944620768229166;-0,9737111409505208
-0,020801289876302084;1573466495000;0,13923492431640624;-0,98706563313802087
-0,021882629394531249;1573466495000;0,078143310546874997;-0,99387359619140625
-0,022097269694010418;1573466495000;0,030411275227864583;-0,99745890299479167
-0,022260030110677082;1573466495000;-0,019123840332031249;-0,9990976969401042
-0,021556599934895834;1573466495000;-0,060365295410156249;-0,9997472127278646
-0,021198527018229166;1573466495000;-0,079557800292968744;-0,99906565348307297
-0,020486958821614585;1573466495000;-0,08983612060546875;-0,99826965332031248
-0,020365905761718751;1573466495000;-0,09120890299479166;-0,99792887369791672
-0,020593770345052085;1573466496000;-0,09757283528645834;-0,997589111328125
-0,020894877115885415;1573466496000;-0,09395548502604166;-0,99756927490234371
-0,021549479166666666;1573466496000;-0,091890462239583331;-0,99800262451171873
-0,021296183268229168;1573466496000;-0,086071268717447913;-0,99830576578776042
-0,021573893229166665;1573466496000;-0,080760701497395837;-0,99885304768880212
-0,021862792968749999;1573466496000;-0,077414449055989584;-0,99926045735677083
